Filename,Valid,ValidationTime,Width,Height,BandCount,DataType,CRS,Transform,Errors,Warnings,SR_B5_Min,SR_B5_Max,SR_B5_Mean,SR_B5_Std,SR_B5_NaN,SR_B5_Inf,SR_B5_ZeroPixels,SR_B5_Empty,SR_B6_Min,SR_B6_Max,SR_B6_Mean,SR_B6_Std,SR_B6_NaN,SR_B6_Inf,SR_B6_ZeroPixels,SR_B6_Empty,SR_B7_Min,SR_B7_Max,SR_B7_Mean,SR_B7_Std,SR_B7_NaN,SR_B7_Inf,SR_B7_ZeroPixels,SR_B7_Empty,ST_B10_Min,ST_B10_Max,ST_B10_Mean,ST_B10_Std,ST_B10_NaN,ST_B10_Inf,ST_B10_ZeroPixels,ST_B10_Empty,SR_B4_Min,SR_B4_Max,SR_B4_Mean,SR_B4_Std,SR_B4_NaN,SR_B4_Inf,SR_B4_ZeroPixels,SR_B4_Empty,SR_B3_Min,SR_B3_Max,SR_B3_Mean,SR_B3_Std,SR_B3_NaN,SR_B3_Inf,SR_B3_ZeroPixels,SR_B3_Empty,SR_B2_Min,SR_B2_Max,SR_B2_Mean,SR_B2_Std,SR_B2_NaN,SR_B2_Inf,SR_B2_ZeroPixels,SR_B2_Empty
| 0.00, 0.00, 1.00|",,,0.0,32909.0,17966.86328125,2911.91552734375,0,0,13941,False,0.0,46956.0,17803.240234375,3063.908447265625,0,0,13941,False,0.0,54314.0,15348.77734375,2749.642578125,0,0,13941,False,0.0,52498.0,49063.828125,6641.9150390625,0,0,13941,False,0.0,32890.0,13201.548828125,2321.99365234375,0,0,13941,False,0.0,30395.0,12292.2119140625,2051.350341796875,0,0,13941,False,0.0,26331.0,10462.3388671875,1764.3385009765625,0,0,13941,False
Landsat8_Ahmedabad_2024_Winter_001.tif,True,2026-07-24 20:17:35,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,36320.0,15609.23046875,2556.96826171875,0,0,10102,False,0.0,59015.0,14955.083984375,2620.950927734375,0,0,10102,False,0.0,61299.0,13006.22265625,2443.70703125,0,0,10102,False,0.0,47971.0,45172.72265625,5187.47607421875,0,0,10102,False,0.0,31752.0,11124.103515625,1971.0908203125,0,0,10102,False,0.0,29732.0,10669.9677734375,1632.4427490234375,0,0,10102,False,0.0,22013.0,9388.4033203125,1388.2755126953125,0,0,10102,False
Landsat8_Ahmedabad_2024_Winter_002.tif,True,2026-07-24 20:17:35,1044,765,7,uint16,EPSG:32642,"| 30.00, 0.00, 853185.00|
| 0.00,-30.00, 2570625.00|
| 0.00, 0.00, 1.00|",,,0.0,45236.0,14730.7548828125,3586.119140625,0,0,34309,False,0.0,65454.0,14296.08203125,3650.482666015625,0,0,34309,False,0.0,65454.0,12659.1005859375,3342.411376953125,0,0,34309,False,0.0,46977.0,43068.32421875,9141.337890625,0,0,34309,False,0.0,33536.0,10802.9248046875,2757.515380859375,0,0,34309,False,0.0,32441.0,10278.505859375,2460.741455078125,0,0,34309,False,0.0,28223.0,9099.3134765625,2134.33642578125,0,0,34316,False
Landsat8_Ahmedabad_2024_Winter_003.tif,True,2026-07-24 20:17:35,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,28163.0,15533.232421875,3144.2568359375,0,0,19320,False,0.0,54498.0,14605.9404296875,3016.5087890625,0,0,19320,False,0.0,65454.0,12726.5361328125,2798.942626953125,0,0,19320,False,0.0,46312.0,43305.83203125,6894.12255859375,0,0,19320,False,0.0,23095.0,10884.01171875,2292.778076171875,0,0,19320,False,0.0,20631.0,10601.841796875,1996.9395751953125,0,0,19320,False,0.0,17495.0,9240.4892578125,1708.811279296875,0,0,19320,False
Landsat8_Ahmedabad_2025_PostMonsoon_001.tif,True,2026-07-24 20:17:35,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,44721.0,16493.830078125,3998.045654296875,0,0,32747,False,0.0,46538.0,14756.1181640625,3594.3544921875,0,0,32747,False,0.0,57684.0,12461.8037109375,3225.3564453125,0,0,32747,False,0.0,50765.0,45675.56640625,9549.38671875,0,0,32747,False,0.0,32797.0,10636.2900390625,2743.861328125,0,0,32747,False,0.0,28945.0,10498.3544921875,2482.717041015625,0,0,32747,False,0.0,27059.0,9097.83203125,2137.658203125,0,0,32756,False
Landsat8_Ahmedabad_2025_PostMonsoon_002.tif,True,2026-07-24 20:17:35,1044,765,7,uint16,EPSG:32642,"| 30.00, 0.00, 853185.00|
| 0.00,-30.00, 2570625.00|
| 0.00, 0.00, 1.00|",,,0.0,46996.0,15829.9736328125,1970.37890625,0,0,802,False,0.0,65454.0,14555.66015625,1860.7730712890625,0,0,802,False,0.0,65454.0,12580.2939453125,1871.9837646484375,0,0,802,False,0.0,49126.0,45680.4453125,1540.64208984375,0,0,802,False,0.0,64596.0,10731.5458984375,1544.6695556640625,0,0,802,False,0.0,64841.0,10523.8427734375,1189.4927978515625,0,0,802,False,0.0,61770.0,9277.5146484375,987.8883056640625,0,0,832,False
Landsat8_Ahmedabad_2025_PostMonsoon_003.tif,True,2026-07-24 20:17:36,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,31805.0,15089.998046875,3337.687255859375,0,0,25601,False,0.0,57831.0,14278.0283203125,3221.811279296875,0,0,25601,False,0.0,64621.0,12472.298828125,2932.98291015625,0,0,25601,False,0.0,46554.0,43117.328125,7929.390625,0,0,25601,False,0.0,30485.0,10617.5380859375,2449.7080078125,0,0,25601,False,0.0,30058.0,10312.0751953125,2197.033447265625,0,0,25601,False,0.0,23966.0,9079.9931640625,1896.5244140625,0,0,25644,False
Landsat8_Ahmedabad_2025_Summer_001.tif,True,2026-07-24 20:17:36,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,27373.0,17463.78515625,3587.537841796875,0,0,24305,False,0.0,31561.0,17168.4296875,3671.2294921875,0,0,24305,False,0.0,47685.0,14941.4814453125,3297.328857421875,0,0,24305,False,0.0,53679.0,48447.3515625,8696.1044921875,0,0,24305,False,0.0,23474.0,12824.474609375,2808.5625,0,0,24305,False,0.0,22275.0,11891.3017578125,2461.64892578125,0,0,24305,False,0.0,19485.0,10181.3564453125,2103.031005859375,0,0,24305,False
Landsat8_Ahmedabad_2025_Summer_002.tif,True,2026-07-24 20:17:36,1044,765,7,uint16,EPSG:32642,"| 30.00, 0.00, 853185.00|
| 0.00,-30.00, 2570625.00|
| 0.00, 0.00, 1.00|",,,0.0,26495.0,16715.615234375,2598.244384765625,0,0,11417,False,0.0,48156.0,16440.87109375,2750.689453125,0,0,11417,False,0.0,59510.0,14337.0087890625,2521.47998046875,0,0,11417,False,0.0,52322.0,48696.48046875,5913.31396484375,0,0,11417,False,0.0,28020.0,12295.8876953125,2076.011962890625,0,0,11417,False,0.0,26678.0,11430.6962890625,1769.140869140625,0,0,11417,False,0.0,24781.0,9896.76953125,1504.7177734375,0,0,11417,False
Landsat8_Ahmedabad_2025_Summer_003.tif,True,2026-07-24 20:17:36,1044,765,7,uint16,EPSG:32642,"| 30.00, 0.00, 853185.00|
| 0.00,-30.00, 2570625.00|
| 0.00, 0.00, 1.00|",,,0.0,53127.0,16581.01953125,3562.747314453125,0,0,28355,False,0.0,56282.0,16373.9990234375,3676.187255859375,0,0,28355,False,0.0,58452.0,14365.7783203125,3335.992431640625,0,0,28355,False,0.0,53179.0,48175.53125,9276.9150390625,0,0,28355,False,0.0,54089.0,12277.9990234375,2799.9970703125,0,0,28355,False,0.0,54437.0,11364.029296875,2472.698486328125,0,0,28355,False,0.0,52216.0,9812.2060546875,2119.50244140625,0,0,28355,False
Landsat8_Ahmedabad_2025_Winter_001.tif,True,2026-07-24 20:17:36,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,27581.0,16011.9384765625,2297.647705078125,0,0,2720,False,0.0,32741.0,15264.3017578125,2358.999267578125,0,0,2720,False,0.0,56832.0,13469.291015625,2316.004638671875,0,0,2720,False,0.0,47394.0,45014.2109375,2715.574951171875,0,0,2720,False,0.0,24191.0,11445.1943359375,1838.7559814453125,0,0,2720,False,0.0,22647.0,10887.2880859375,1399.6617431640625,0,0,2720,False,0.0,20634.0,9589.203125,1157.8271484375,0,0,2734,False
Landsat8_Ahmedabad_2025_Winter_002.tif,True,2026-07-24 20:17:36,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,35737.0,15864.046875,2706.107421875,0,0,14439,False,0.0,41648.0,15354.8818359375,2835.5830078125,0,0,14439,False,0.0,65454.0,13443.806640625,2629.451416015625,0,0,14439,False,0.0,49274.0,46065.625,6337.3466796875,0,0,14439,False,0.0,35081.0,11651.2255859375,2170.490234375,0,0,14439,False,0.0,31546.0,11066.0576171875,1862.6915283203125,0,0,14439,False,0.0,20878.0,9619.056640625,1596.0545654296875,0,0,14439,False
Landsat8_Ahmedabad_2025_Winter_003.tif,True,2026-07-24 20:17:36,1044,765,7,uint16,EPSG:32642,"| 30.00, 0.00, 853185.00|
| 0.00,-30.00, 2570625.00|
| 0.00, 0.00, 1.00|",,,0.0,49929.0,15356.189453125,2551.6591796875,0,0,10273,False,0.0,65454.0,14642.603515625,2597.4248046875,0,0,10273,False,0.0,65454.0,12863.740234375,2435.333251953125,0,0,10273,False,0.0,48674.0,45457.84375,5223.67822265625,0,0,10273,False,0.0,42333.0,11198.1748046875,1946.6727294921875,0,0,10273,False,0.0,35260.0,10648.0869140625,1621.85546875,0,0,10273,False,0.0,30348.0,9364.8740234375,1381.337646484375,0,0,10273,False
Landsat8_Ahmedabad_2026_Summer_001.tif,True,2026-07-24 20:17:36,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,49202.0,17308.283203125,2035.68505859375,0,0,3003,False,0.0,58189.0,17159.546875,2288.318603515625,0,0,3003,False,0.0,60048.0,15098.609375,2226.271484375,0,0,3003,False,0.0,53297.0,50360.203125,3216.262939453125,0,0,3003,False,0.0,46939.0,12614.9208984375,1897.6522216796875,0,0,3003,False,0.0,43810.0,11816.6689453125,1555.900146484375,0,0,3003,False,0.0,30491.0,10236.1181640625,1303.1380615234375,0,0,3003,False
Landsat8_Ahmedabad_2026_Summer_002.tif,True,2026-07-24 20:17:36,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,8098.0,39435.0,17915.330078125,1828.658447265625,0,0,0,False,7708.0,43955.0,17745.54296875,2115.09912109375,0,0,0,False,7665.0,45974.0,15444.357421875,2067.4228515625,0,0,0,False,46063.0,54214.0,50969.609375,795.7366333007812,0,0,0,False,7297.0,44160.0,13104.3896484375,1831.2081298828125,0,0,0,False,6332.0,47525.0,12205.140625,1474.645751953125,0,0,0,False,0.0,38030.0,10469.8701171875,1250.160888671875,0,0,1,False
Landsat8_Ahmedabad_2026_Summer_003.tif,True,2026-07-24 20:17:37,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,31316.0,17614.796875,3819.192138671875,0,0,27329,False,0.0,41498.0,17543.349609375,3958.742919921875,0,0,27329,False,0.0,48272.0,15214.2744140625,3550.7470703125,0,0,27329,False,0.0,54130.0,48998.5390625,9338.1669921875,0,0,27329,False,0.0,28415.0,12943.5087890625,3068.9306640625,0,0,27329,False,0.0,26006.0,11997.9755859375,2721.412353515625,0,0,27329,False,0.0,22436.0,10263.958984375,2329.639404296875,0,0,27329,False
Landsat8_Ahmedabad_2026_Winter_001.tif,True,2026-07-24 20:17:37,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,29144.0,14159.140625,4877.0234375,0,0,71620,False,0.0,62539.0,13307.4482421875,4584.53857421875,0,0,71620,False,0.0,65454.0,11619.53125,4096.3154296875,0,0,71620,False,0.0,45595.0,39827.13671875,12628.119140625,0,0,71620,False,0.0,22614.0,10075.9453125,3459.225341796875,0,0,71620,False,0.0,19906.0,9898.3388671875,3274.37060546875,0,0,71620,False,0.0,17201.0,8557.35546875,2817.534423828125,0,0,71620,False
Landsat8_Ahmedabad_2026_Winter_002.tif,True,2026-07-24 20:17:37,1038,756,7,uint16,EPSG:32643,"| 30.00, 0.00, 238605.00|
| 0.00,-30.00, 2567955.00|
| 0.00, 0.00, 1.00|",,,0.0,33528.0,15119.291015625,3392.4384765625,0,0,26748,False,0.0,46492.0,14668.5517578125,3437.628173828125,0,0,26748,False,0.0,65454.0,12919.5009765625,3161.39013671875,0,0,26748,False,0.0,48210.0,44340.73046875,8347.46484375,0,0,26748,False,0.0,28481.0,10986.9775390625,2571.141357421875,0,0,26748,False,0.0,23331.0,10545.86328125,2275.24755859375,0,0,26748,False,0.0,18722.0,9252.4755859375,1957.973388671875,0,0,26751,False
Landsat8_Ahmedabad_2026_Winter_003.tif,True,2026-07-24 20:17:37,1044,765,7,uint16,EPSG:32642,"| 30.00, 0.00, 853185.00|
